yearTesting,studyName,trial,loc,geno,yearCloning,rep,block,plotnumber,entryType,fyld,design
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1049P0001,2013,2,2,228,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1126P0003,2013,2,2,222,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1304P0003,2013,2,2,236,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1315P0008,2013,2,2,202,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1376P0018,2013,2,2,218,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1400P0001,2013,2,2,221,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1013P0007,2014,2,2,216,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1014P0016,2014,2,2,203,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1014P0017,2014,2,2,215,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1019P0015,2014,2,2,229,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1022P0003,2014,2,2,234,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1098P0013,2014,2,2,211,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1125P0010,2014,2,2,204,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1146P0002,2014,2,2,201,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1159P0003,2014,2,2,233,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1195P0004,2014,2,2,220,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1196P0003,2014,2,2,214,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1278P0003,2014,2,2,231,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1285P0006,2014,2,2,217,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1287P0008,2014,2,2,206,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1288P0008,2014,2,2,223,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1291P0003,2014,2,2,213,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1291P0012,2014,2,2,205,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1292P0012,2014,2,2,209,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1295P0012,2014,2,2,210,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1299P0007,2014,2,2,212,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1300P0002,2014,2,2,224,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1301P0004,2014,2,2,208,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1301P0013,2014,2,2,219,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1306P0008,2014,2,2,227,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1310P0015,2014,2,2,207,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,IITA-TMS-IBA000070,2000,3,3,308,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,IITA-TMS-IBA30572,0,3,3,330,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,IITA-TMS-IBA980581,1998,3,3,331,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,IITA-TMS-IBA982101,1998,3,3,328,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMEB419,0,3,3,306,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1049P0001,2013,3,3,316,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1126P0003,2013,3,3,336,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1304P0003,2013,3,3,333,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1315P0008,2013,3,3,335,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1376P0018,2013,3,3,314,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS13F1400P0001,2013,3,3,325,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1013P0007,2014,3,3,313,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1014P0016,2014,3,3,327,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1014P0017,2014,3,3,311,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1019P0015,2014,3,3,301,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1022P0003,2014,3,3,305,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1098P0013,2014,3,3,334,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1125P0010,2014,3,3,322,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1146P0002,2014,3,3,332,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1159P0003,2014,3,3,321,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1195P0004,2014,3,3,304,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1196P0003,2014,3,3,315,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1278P0003,2014,3,3,310,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1285P0006,2014,3,3,312,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1287P0008,2014,3,3,318,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1288P0008,2014,3,3,329,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1291P0003,2014,3,3,326,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1291P0012,2014,3,3,319,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1292P0012,2014,3,3,324,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1295P0012,2014,3,3,323,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1299P0007,2014,3,3,302,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1300P0002,2014,3,3,317,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1301P0004,2014,3,3,303,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1301P0013,2014,3,3,320,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1306P0008,2014,3,3,309,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.IK,UYT,Ikenne,TMS14F1310P0015,2014,3,3,307,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA000070,2000,1,1,119,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA30572,0,1,1,121,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA980581,1998,1,1,108,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA982101,1998,1,1,120,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMEB419,0,1,1,123,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1049P0001,2013,1,1,130,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1126P0003,2013,1,1,131,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1304P0003,2013,1,1,105,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1315P0008,2013,1,1,122,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1376P0018,2013,1,1,112,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1400P0001,2013,1,1,111,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1013P0007,2014,1,1,118,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1014P0016,2014,1,1,126,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1014P0017,2014,1,1,116,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1019P0015,2014,1,1,133,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1022P0003,2014,1,1,106,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1098P0013,2014,1,1,127,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1125P0010,2014,1,1,102,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1146P0002,2014,1,1,107,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1159P0003,2014,1,1,132,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1195P0004,2014,1,1,104,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1196P0003,2014,1,1,125,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1278P0003,2014,1,1,103,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1285P0006,2014,1,1,114,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1287P0008,2014,1,1,136,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1288P0008,2014,1,1,101,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1291P0003,2014,1,1,109,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1291P0012,2014,1,1,124,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1292P0012,2014,1,1,117,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1295P0012,2014,1,1,134,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1299P0007,2014,1,1,128,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1300P0002,2014,1,1,135,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1301P0004,2014,1,1,113,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1301P0013,2014,1,1,110,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1306P0008,2014,1,1,129,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1310P0015,2014,1,1,115,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA000070,2000,2,2,225,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA30572,0,2,2,235,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA980581,1998,2,2,232,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA982101,1998,2,2,226,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMEB419,0,2,2,230,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1049P0001,2013,2,2,228,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1126P0003,2013,2,2,222,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1304P0003,2013,2,2,236,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1315P0008,2013,2,2,202,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1376P0018,2013,2,2,218,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1400P0001,2013,2,2,221,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1013P0007,2014,2,2,216,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1014P0016,2014,2,2,203,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1014P0017,2014,2,2,215,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1019P0015,2014,2,2,229,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1022P0003,2014,2,2,234,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1098P0013,2014,2,2,211,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1125P0010,2014,2,2,204,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1146P0002,2014,2,2,201,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1159P0003,2014,2,2,233,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1195P0004,2014,2,2,220,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1196P0003,2014,2,2,214,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1278P0003,2014,2,2,231,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1285P0006,2014,2,2,217,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1287P0008,2014,2,2,206,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1288P0008,2014,2,2,223,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1291P0003,2014,2,2,213,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1291P0012,2014,2,2,205,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1292P0012,2014,2,2,209,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1295P0012,2014,2,2,210,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1299P0007,2014,2,2,212,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1300P0002,2014,2,2,224,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1301P0004,2014,2,2,208,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1301P0013,2014,2,2,219,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1306P0008,2014,2,2,227,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1310P0015,2014,2,2,207,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA000070,2000,3,3,308,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA30572,0,3,3,330,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA980581,1998,3,3,331,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,IITA-TMS-IBA982101,1998,3,3,328,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMEB419,0,3,3,306,check,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1049P0001,2013,3,3,316,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1126P0003,2013,3,3,336,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1304P0003,2013,3,3,333,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1315P0008,2013,3,3,335,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1376P0018,2013,3,3,314,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS13F1400P0001,2013,3,3,325,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1013P0007,2014,3,3,313,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1014P0016,2014,3,3,327,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1014P0017,2014,3,3,311,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1019P0015,2014,3,3,301,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1022P0003,2014,3,3,305,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1098P0013,2014,3,3,334,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1125P0010,2014,3,3,322,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1146P0002,2014,3,3,332,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1159P0003,2014,3,3,321,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1195P0004,2014,3,3,304,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1196P0003,2014,3,3,315,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1278P0003,2014,3,3,310,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1285P0006,2014,3,3,312,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1287P0008,2014,3,3,318,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1288P0008,2014,3,3,329,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1291P0003,2014,3,3,326,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1291P0012,2014,3,3,319,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1292P0012,2014,3,3,324,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1295P0012,2014,3,3,323,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1299P0007,2014,3,3,302,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1300P0002,2014,3,3,317,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1301P0004,2014,3,3,303,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1301P0013,2014,3,3,320,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1306P0008,2014,3,3,309,test,NA,RCBD
2017,17.GS.C2.setB.UYT.36.MK,UYT,Mokwa,TMS14F1310P0015,2014,3,3,307,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,IITA-TMS-IBA000070,2000,1,1,119,check,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,IITA-TMS-IBA30572,0,1,1,121,check,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,IITA-TMS-IBA980581,1998,1,1,108,check,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,IITA-TMS-IBA982101,1998,1,1,120,check,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMEB419,0,1,1,123,check,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS13F1049P0001,2013,1,1,130,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS13F1126P0003,2013,1,1,131,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS13F1304P0003,2013,1,1,105,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS13F1315P0008,2013,1,1,122,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS13F1376P0018,2013,1,1,112,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS13F1400P0001,2013,1,1,111,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1013P0007,2014,1,1,118,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1014P0016,2014,1,1,126,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1014P0017,2014,1,1,116,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1019P0015,2014,1,1,133,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1022P0003,2014,1,1,106,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1098P0013,2014,1,1,127,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1125P0010,2014,1,1,102,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1146P0002,2014,1,1,107,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1159P0003,2014,1,1,132,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1195P0004,2014,1,1,104,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1196P0003,2014,1,1,125,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1278P0003,2014,1,1,103,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1285P0006,2014,1,1,114,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1287P0008,2014,1,1,136,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1288P0008,2014,1,1,101,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1291P0003,2014,1,1,109,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1291P0012,2014,1,1,124,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1292P0012,2014,1,1,117,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1295P0012,2014,1,1,134,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1299P0007,2014,1,1,128,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1300P0002,2014,1,1,135,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1301P0004,2014,1,1,113,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1301P0013,2014,1,1,110,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1306P0008,2014,1,1,129,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS14F1310P0015,2014,1,1,115,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,IITA-TMS-IBA000070,2000,2,2,225,check,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,IITA-TMS-IBA30572,0,2,2,235,check,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,IITA-TMS-IBA980581,1998,2,2,232,check,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,IITA-TMS-IBA982101,1998,2,2,226,check,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMEB419,0,2,2,230,check,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS13F1049P0001,2013,2,2,228,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS13F1126P0003,2013,2,2,222,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS13F1304P0003,2013,2,2,236,test,NA,RCBD
2017,17.GS.C2.UYT.36.setB.UB,UYT,Ubiaja,TMS13F1315P0008,2013,2,2,202,test,NA,RCBD
